iteration,t,algo,divided,critical_nodes
1,1500,FFD,True,0.0
1,1500,KMeans,True,0.0
1,1600,none,False,0.0
1,1600,RND,True,0.0
1,1600,MIRW,True,0.0
1,1600,FFD,True,0.0
1,1600,KMeans,True,0.0
1,1700,none,False,0.0
1,1700,RND,True,0.0
1,1700,MIRW,True,0.0
1,1700,FFD,True,0.0
1,1700,KMeans,True,0.0
1,1800,none,False,0.0
1,1800,RND,True,0.0
1,1800,MIRW,True,0.0
1,1800,FFD,True,0.0
1,1800,KMeans,True,0.0
2,0,none,False,0.0
2,0,RND,True,0.0
2,0,MIRW,True,0.0
2,0,FFD,True,0.0
2,0,KMeans,True,1.0
2,100,none,False,0.0
2,100,RND,True,0.0
2,100,MIRW,True,0.0
2,100,FFD,True,0.0
2,100,KMeans,True,0.0
2,200,none,False,0.0
2,200,RND,True,0.0
2,200,MIRW,True,0.0
2,200,FFD,True,0.0
2,200,KMeans,True,0.0
2,300,none,False,0.0
2,300,RND,True,0.0
2,300,MIRW,True,0.0
2,300,FFD,True,0.0
2,300,KMeans,True,0.0
2,400,none,False,0.0
2,400,RND,True,0.0
2,400,MIRW,True,0.0
2,400,FFD,True,0.0
2,400,KMeans,True,0.0
2,500,none,False,0.0
2,500,RND,True,0.0
2,500,MIRW,True,0.0
2,500,FFD,True,0.0
2,500,KMeans,True,0.0
2,600,none,False,0.0
2,600,RND,True,0.0
2,600,MIRW,True,0.0
2,600,FFD,True,0.0
2,600,KMeans,True,0.0
2,700,none,False,0.0
2,700,RND,True,0.0
2,700,MIRW,True,0.0
2,700,FFD,True,0.0
2,700,KMeans,True,0.0
2,800,none,False,0.0
2,800,RND,True,0.0
2,800,MIRW,True,0.0
2,800,FFD,True,0.0
2,800,KMeans,True,0.0
2,900,none,False,0.0
2,900,RND,True,0.0
2,900,MIRW,True,0.0
2,900,FFD,True,0.0
2,900,KMeans,True,0.0
2,1000,none,False,0.0
2,1000,RND,True,0.0
2,1000,MIRW,True,0.0
2,1000,FFD,True,0.0
2,1000,KMeans,True,0.0
2,1100,none,False,0.0
2,1100,RND,True,0.0
2,1100,MIRW,True,0.0
2,1100,FFD,True,0.0
2,1100,KMeans,True,0.0
2,1200,none,False,0.0
2,1200,RND,True,0.0
2,1200,MIRW,True,0.0
2,1200,FFD,True,0.0
2,1200,KMeans,True,1.0
2,1300,none,False,0.0
2,1300,RND,True,0.0
2,1300,MIRW,True,0.0
2,1300,FFD,True,0.0
2,1300,KMeans,True,0.0
2,1400,none,False,0.0
2,1400,RND,True,0.0
2,1400,MIRW,True,0.0
2,1400,FFD,True,0.0
2,1400,KMeans,True,0.0
2,1500,none,False,0.0
2,1500,RND,True,0.0
2,1500,MIRW,True,0.0
2,1500,FFD,True,0.0
2,1500,KMeans,True,0.0
2,1600,none,False,0.0
2,1600,RND,True,0.0
2,1600,MIRW,True,0.0
2,1600,FFD,True,0.0
2,1600,KMeans,True,0.0
2,1700,none,False,0.0
2,1700,RND,True,0.0
2,1700,MIRW,True,0.0
2,1700,FFD,True,0.0
2,1700,KMeans,True,0.0
2,1800,none,False,0.0
2,1800,RND,True,0.0
2,1800,MIRW,True,0.0
2,1800,FFD,True,0.0
2,1800,KMeans,True,0.0
3,0,none,False,0.0
3,0,RND,True,0.0
3,0,MIRW,True,0.0
3,0,FFD,True,0.0
3,0,KMeans,True,1.0
3,100,none,False,0.0
3,100,RND,True,0.0
3,100,MIRW,True,0.0
3,100,FFD,True,0.0
3,100,KMeans,True,0.0
3,200,none,False,0.0
3,200,RND,True,0.0
3,200,MIRW,True,0.0
3,200,FFD,True,0.0
3,200,KMeans,True,0.0
3,300,none,False,0.0
3,300,RND,True,0.0
3,300,MIRW,True,0.0
3,300,FFD,True,0.0
3,300,KMeans,True,0.0
3,400,none,False,0.0
3,400,RND,True,0.0
3,400,MIRW,True,0.0
3,400,FFD,True,0.0
3,400,KMeans,True,0.0
3,500,none,False,0.0
3,500,RND,True,0.0
3,500,MIRW,True,0.0
3,500,FFD,True,0.0
3,500,KMeans,True,0.0
3,600,none,False,0.0
3,600,RND,True,0.0
3,600,MIRW,True,0.0
3,600,FFD,True,0.0
3,600,KMeans,True,0.0
3,700,none,False,0.0
3,700,RND,True,0.0
3,700,MIRW,True,0.0
3,700,FFD,True,0.0
3,700,KMeans,True,0.0
3,800,none,False,0.0
3,800,RND,True,0.0
3,800,MIRW,True,0.0
3,800,FFD,True,0.0
3,800,KMeans,True,0.0
3,900,none,False,0.0
3,900,RND,True,0.0
3,900,MIRW,True,0.0
3,900,FFD,True,0.0
3,900,KMeans,True,0.0
3,1000,none,False,0.0
3,1000,RND,True,0.0
3,1000,MIRW,True,0.0
3,1000,FFD,True,0.0
3,1000,KMeans,True,0.0
3,1100,none,False,0.0
3,1100,RND,True,0.0
3,1100,MIRW,True,0.0
3,1100,FFD,True,0.0
3,1100,KMeans,True,0.0
3,1200,none,False,0.0
3,1200,RND,True,0.0
3,1200,MIRW,True,0.0
3,1200,FFD,True,0.0
3,1200,KMeans,True,1.0
3,1300,none,False,0.0
3,1300,RND,True,0.0
3,1300,MIRW,True,0.0
3,1300,FFD,True,0.0
3,1300,KMeans,True,0.0
3,1400,none,False,0.0
3,1400,RND,True,0.0
3,1400,MIRW,True,0.0
3,1400,FFD,True,0.0
3,1400,KMeans,True,0.0
3,1500,none,False,0.0
3,1500,RND,True,0.0
3,1500,MIRW,True,0.0
3,1500,FFD,True,0.0
3,1500,KMeans,True,0.0
3,1600,none,False,0.0
3,1600,RND,True,0.0
3,1600,MIRW,True,0.0
3,1600,FFD,True,0.0
3,1600,KMeans,True,0.0
3,1700,none,False,0.0
3,1700,RND,True,0.0
3,1700,MIRW,True,0.0
3,1700,FFD,True,0.0
3,1700,KMeans,True,0.0
3,1800,none,False,0.0
3,1800,RND,True,0.0
3,1800,MIRW,True,0.0
3,1800,FFD,True,0.0
3,1800,KMeans,True,0.0
4,0,none,False,0.0
4,0,RND,True,0.0
4,0,MIRW,True,0.0
4,0,FFD,True,0.0
4,0,KMeans,True,1.0
4,100,none,False,0.0
4,100,RND,True,0.0
4,100,MIRW,True,0.0
4,100,FFD,True,0.0
4,100,KMeans,True,0.0
4,200,none,False,0.0
4,200,RND,True,0.0
4,200,MIRW,True,0.0
4,200,FFD,True,0.0
4,200,KMeans,True,0.0
4,300,none,False,0.0
4,300,RND,True,0.0
4,300,MIRW,True,0.0
4,300,FFD,True,0.0
4,300,KMeans,True,0.0
4,400,none,False,0.0
4,400,RND,True,0.0
4,400,MIRW,True,0.0
4,400,FFD,True,0.0
4,400,KMeans,True,0.0
4,500,none,False,0.0
4,500,RND,True,0.0
4,500,MIRW,True,0.0
4,500,FFD,True,0.0
4,500,KMeans,True,0.0
4,600,none,False,0.0
4,600,RND,True,0.0
4,600,MIRW,True,0.0
4,600,FFD,True,0.0
4,600,KMeans,True,0.0
4,700,none,False,0.0
4,700,RND,True,0.0
4,700,MIRW,True,0.0
4,700,FFD,True,0.0
4,700,KMeans,True,0.0
4,800,none,False,0.0
4,800,RND,True,0.0
4,800,MIRW,True,0.0
4,800,FFD,True,0.0
4,800,KMeans,True,0.0
4,900,none,False,0.0
4,900,RND,True,0.0
4,900,MIRW,True,0.0
4,900,FFD,True,0.0
4,900,KMeans,True,0.0
4,1000,none,False,0.0
4,1000,RND,True,0.0
4,1000,MIRW,True,0.0
4,1000,FFD,True,0.0
4,1000,KMeans,True,0.0
4,1100,none,False,0.0
4,1100,RND,True,0.0
4,1100,MIRW,True,0.0
4,1100,FFD,True,0.0
4,1100,KMeans,True,0.0
4,1200,none,False,0.0
4,1200,RND,True,0.0
4,1200,MIRW,True,0.0
4,1200,FFD,True,0.0
4,1200,KMeans,True,1.0
4,1300,none,False,0.0
4,1300,RND,True,0.0
4,1300,MIRW,True,0.0
4,1300,FFD,True,0.0
4,1300,KMeans,True,0.0
4,1400,none,False,0.0
4,1400,RND,True,0.0
4,1400,MIRW,True,0.0
4,1400,FFD,True,0.0
4,1400,KMeans,True,0.0
4,1500,none,False,0.0
4,1500,RND,True,0.0
4,1500,MIRW,True,0.0
4,1500,FFD,True,0.0
4,1500,KMeans,True,0.0
4,1600,none,False,0.0
4,1600,RND,True,0.0
4,1600,MIRW,True,0.0
4,1600,FFD,True,0.0
4,1600,KMeans,True,0.0
4,1700,none,False,0.0
4,1700,RND,True,0.0
4,1700,MIRW,True,0.0
4,1700,FFD,True,0.0
4,1700,KMeans,True,0.0
4,1800,none,False,0.0
4,1800,RND,True,0.0
4,1800,MIRW,True,0.0
4,1800,FFD,True,0.0
4,1800,KMeans,True,0.0
5,0,none,False,0.0
5,0,RND,True,0.0
5,0,MIRW,True,0.0
5,0,FFD,True,0.0
5,0,KMeans,True,1.0
5,100,none,False,0.0
5,100,RND,True,0.0
5,100,MIRW,True,0.0
5,100,FFD,True,0.0
5,100,KMeans,True,0.0
5,200,none,False,0.0
5,200,RND,True,0.0
5,200,MIRW,True,0.0
5,200,FFD,True,0.0
5,200,KMeans,True,0.0
5,300,none,False,0.0
5,300,RND,True,0.0
5,300,MIRW,True,0.0
5,300,FFD,True,0.0
5,300,KMeans,True,0.0
5,400,none,False,0.0
5,400,RND,True,0.0
5,400,MIRW,True,0.0
5,400,FFD,True,0.0
5,400,KMeans,True,0.0
5,500,none,False,0.0
5,500,RND,True,0.0
5,500,MIRW,True,0.0
5,500,FFD,True,0.0
5,500,KMeans,True,0.0
5,600,none,False,0.0
5,600,RND,True,0.0
5,600,MIRW,True,0.0
5,600,FFD,True,0.0
5,600,KMeans,True,0.0
5,700,none,False,0.0
5,700,RND,True,0.0
5,700,MIRW,True,0.0
5,700,FFD,True,0.0
5,700,KMeans,True,0.0
5,800,none,False,0.0
5,800,RND,True,0.0
5,800,MIRW,True,0.0
5,800,FFD,True,0.0
5,800,KMeans,True,0.0
5,900,none,False,0.0
5,900,RND,True,0.0
5,900,MIRW,True,0.0
5,900,FFD,True,0.0
5,900,KMeans,True,0.0
5,1000,none,False,0.0
5,1000,RND,True,0.0
5,1000,MIRW,True,0.0
5,1000,FFD,True,0.0
5,1000,KMeans,True,0.0
5,1100,none,False,0.0
5,1100,RND,True,0.0
5,1100,MIRW,True,0.0
5,1100,FFD,True,0.0
5,1100,KMeans,True,0.0
5,1200,none,False,0.0
5,1200,RND,True,0.0
5,1200,MIRW,True,0.0
5,1200,FFD,True,0.0
5,1200,KMeans,True,1.0
5,1300,none,False,0.0
5,1300,RND,True,0.0
5,1300,MIRW,True,0.0
5,1300,FFD,True,0.0
5,1300,KMeans,True,0.0
5,1400,none,False,0.0
5,1400,RND,True,0.0
5,1400,MIRW,True,0.0
5,1400,FFD,True,0.0
5,1400,KMeans,True,0.0
5,1500,none,False,0.0
5,1500,RND,True,0.0
5,1500,MIRW,True,0.0
5,1500,FFD,True,0.0
5,1500,KMeans,True,0.0
5,1600,none,False,0.0
5,1600,RND,True,0.0
5,1600,MIRW,True,0.0
5,1600,FFD,True,0.0
5,1600,KMeans,True,0.0
5,1700,none,False,0.0
5,1700,RND,True,0.0
5,1700,MIRW,True,0.0
5,1700,FFD,True,0.0
5,1700,KMeans,True,0.0
5,1800,none,False,0.0
5,1800,RND,True,0.0
5,1800,MIRW,True,0.0
5,1800,FFD,True,0.0
5,1800,KMeans,True,0.0
6,0,none,False,0.0
6,0,RND,True,0.0
6,0,MIRW,True,0.0
6,0,FFD,True,0.0
6,0,KMeans,True,1.0
6,100,none,False,0.0
6,100,RND,True,0.0
6,100,MIRW,True,0.0
6,100,FFD,True,0.0
6,100,KMeans,True,0.0
6,200,none,False,0.0
6,200,RND,True,0.0
6,200,MIRW,True,0.0
6,200,FFD,True,0.0
6,200,KMeans,True,0.0
6,300,none,False,0.0
6,300,RND,True,0.0
6,300,MIRW,True,0.0
6,300,FFD,True,0.0
6,300,KMeans,True,0.0
6,400,none,False,0.0
6,400,RND,True,0.0
6,400,MIRW,True,0.0
6,400,FFD,True,0.0
6,400,KMeans,True,0.0
6,500,none,False,0.0
6,500,RND,True,0.0
6,500,MIRW,True,0.0
6,500,FFD,True,0.0
6,500,KMeans,True,0.0
6,600,none,False,0.0
6,600,RND,True,0.0
6,600,MIRW,True,0.0
6,600,FFD,True,0.0
6,600,KMeans,True,0.0
6,700,none,False,0.0
6,700,RND,True,0.0
6,700,MIRW,True,0.0
6,700,FFD,True,0.0
6,700,KMeans,True,0.0
6,800,none,False,0.0
6,800,RND,True,0.0
6,800,MIRW,True,0.0
6,800,FFD,True,0.0
6,800,KMeans,True,0.0
6,900,none,False,0.0
6,900,RND,True,0.0
6,900,MIRW,True,0.0
6,900,FFD,True,0.0
6,900,KMeans,True,0.0
6,1000,none,False,0.0
6,1000,RND,True,0.0
6,1000,MIRW,True,0.0
6,1000,FFD,True,0.0
6,1000,KMeans,True,0.0
6,1100,none,False,0.0
6,1100,RND,True,0.0
6,1100,MIRW,True,0.0
6,1100,FFD,True,0.0
6,1100,KMeans,True,0.0
6,1200,none,False,0.0
6,1200,RND,True,0.0
6,1200,MIRW,True,0.0
6,1200,FFD,True,0.0
6,1200,KMeans,True,1.0
6,1300,none,False,0.0
6,1300,RND,True,0.0
6,1300,MIRW,True,0.0
6,1300,FFD,True,0.0
6,1300,KMeans,True,0.0
6,1400,none,False,0.0
6,1400,RND,True,0.0
6,1400,MIRW,True,0.0
6,1400,FFD,True,0.0
6,1400,KMeans,True,0.0
6,1500,none,False,0.0
6,1500,RND,True,0.0
6,1500,MIRW,True,0.0
6,1500,FFD,True,0.0
6,1500,KMeans,True,0.0
6,1600,none,False,0.0
6,1600,RND,True,0.0
6,1600,MIRW,True,0.0
6,1600,FFD,True,0.0
6,1600,KMeans,True,0.0
6,1700,none,False,0.0
6,1700,RND,True,0.0
6,1700,MIRW,True,0.0
6,1700,FFD,True,0.0
6,1700,KMeans,True,0.0
6,1800,none,False,0.0
6,1800,RND,True,0.0
6,1800,MIRW,True,0.0
6,1800,FFD,True,0.0
6,1800,KMeans,True,0.0
7,0,none,False,0.0
7,0,RND,True,0.0
7,0,MIRW,True,0.0
7,0,FFD,True,0.0
7,0,KMeans,True,1.0
7,100,none,False,0.0
7,100,RND,True,0.0
7,100,MIRW,True,0.0
7,100,FFD,True,0.0
7,100,KMeans,True,0.0
7,200,none,False,0.0
7,200,RND,True,0.0
7,200,MIRW,True,0.0
7,200,FFD,True,0.0
7,200,KMeans,True,0.0
7,300,none,False,0.0
7,300,RND,True,0.0
7,300,MIRW,True,0.0
7,300,FFD,True,0.0
7,300,KMeans,True,0.0
7,400,none,False,0.0
7,400,RND,True,0.0
7,400,MIRW,True,0.0
7,400,FFD,True,0.0
7,400,KMeans,True,0.0
7,500,none,False,0.0
7,500,RND,True,0.0
7,500,MIRW,True,0.0
7,500,FFD,True,0.0
7,500,KMeans,True,0.0
7,600,none,False,0.0
7,600,RND,True,0.0
7,600,MIRW,True,0.0
7,600,FFD,True,0.0
7,600,KMeans,True,0.0
7,700,none,False,0.0
7,700,RND,True,0.0
7,700,MIRW,True,0.0
7,700,FFD,True,0.0
7,700,KMeans,True,0.0
7,800,none,False,0.0
7,800,RND,True,0.0
7,800,MIRW,True,0.0
7,800,FFD,True,0.0
7,800,KMeans,True,0.0
7,900,none,False,0.0
7,900,RND,True,0.0
7,900,MIRW,True,0.0
7,900,FFD,True,0.0
7,900,KMeans,True,0.0
7,1000,none,False,0.0
7,1000,RND,True,0.0
7,1000,MIRW,True,0.0
7,1000,FFD,True,0.0
7,1000,KMeans,True,0.0
7,1100,none,False,0.0
7,1100,RND,True,0.0
7,1100,MIRW,True,0.0
7,1100,FFD,True,0.0
7,1100,KMeans,True,0.0
7,1200,none,False,0.0
7,1200,RND,True,0.0
7,1200,MIRW,True,0.0
7,1200,FFD,True,0.0
7,1200,KMeans,True,1.0
7,1300,none,False,0.0
7,1300,RND,True,0.0
7,1300,MIRW,True,0.0
7,1300,FFD,True,0.0
7,1300,KMeans,True,0.0
7,1400,none,False,0.0
7,1400,RND,True,0.0
7,1400,MIRW,True,0.0
7,1400,FFD,True,0.0
7,1400,KMeans,True,0.0
7,1500,none,False,0.0
7,1500,RND,True,0.0
7,1500,MIRW,True,0.0
7,1500,FFD,True,0.0
7,1500,KMeans,True,0.0
7,1600,none,False,0.0
7,1600,RND,True,0.0
7,1600,MIRW,True,0.0
7,1600,FFD,True,0.0
7,1600,KMeans,True,0.0
7,1700,none,False,0.0
7,1700,RND,True,0.0
7,1700,MIRW,True,0.0
7,1700,FFD,True,0.0
7,1700,KMeans,True,0.0
7,1800,none,False,0.0
7,1800,RND,True,0.0
7,1800,MIRW,True,0.0
7,1800,FFD,True,0.0
7,1800,KMeans,True,0.0
8,0,none,False,0.0
8,0,RND,True,0.0
8,0,MIRW,True,0.0
8,0,FFD,True,0.0
8,0,KMeans,True,1.0
8,100,none,False,0.0
8,100,RND,True,0.0
8,100,MIRW,True,0.0
8,100,FFD,True,0.0
8,100,KMeans,True,0.0
8,200,none,False,0.0
8,200,RND,True,0.0
8,200,MIRW,True,0.0
8,200,FFD,True,0.0
8,200,KMeans,True,0.0
8,300,none,False,0.0
8,300,RND,True,0.0
8,300,MIRW,True,0.0
8,300,FFD,True,0.0
8,300,KMeans,True,0.0
8,400,none,False,0.0
8,400,RND,True,0.0
8,400,MIRW,True,0.0
8,400,FFD,True,0.0
8,400,KMeans,True,0.0
8,500,none,False,0.0
8,500,RND,True,0.0
8,500,MIRW,True,0.0
8,500,FFD,True,0.0
8,500,KMeans,True,0.0
8,600,none,False,0.0
8,600,RND,True,0.0
8,600,MIRW,True,0.0
8,600,FFD,True,0.0
8,600,KMeans,True,0.0
8,700,none,False,0.0
8,700,RND,True,0.0
8,700,MIRW,True,0.0
8,700,FFD,True,0.0
8,700,KMeans,True,0.0
8,800,none,False,0.0
8,800,RND,True,0.0
8,800,MIRW,True,0.0
8,800,FFD,True,0.0
8,800,KMeans,True,0.0
8,900,none,False,0.0
8,900,RND,True,0.0
8,900,MIRW,True,0.0
8,900,FFD,True,0.0
8,900,KMeans,True,0.0
8,1000,none,False,0.0
8,1000,RND,True,0.0
8,1000,MIRW,True,0.0
8,1000,FFD,True,0.0
8,1000,KMeans,True,0.0
8,1100,none,False,0.0
8,1100,RND,True,0.0
8,1100,MIRW,True,0.0
8,1100,FFD,True,0.0
8,1100,KMeans,True,0.0
8,1200,none,False,0.0
8,1200,RND,True,0.0
8,1200,MIRW,True,0.0
8,1200,FFD,True,0.0
8,1200,KMeans,True,1.0
8,1300,none,False,0.0
8,1300,RND,True,0.0
8,1300,MIRW,True,0.0
8,1300,FFD,True,0.0
8,1300,KMeans,True,0.0
8,1400,none,False,0.0
8,1400,RND,True,0.0
8,1400,MIRW,True,0.0
8,1400,FFD,True,0.0
8,1400,KMeans,True,0.0
8,1500,none,False,0.0
8,1500,RND,True,0.0
8,1500,MIRW,True,0.0
8,1500,FFD,True,0.0
8,1500,KMeans,True,0.0
8,1600,none,False,0.0
8,1600,RND,True,0.0
8,1600,MIRW,True,0.0
8,1600,FFD,True,0.0
8,1600,KMeans,True,0.0
8,1700,none,False,0.0
8,1700,RND,True,0.0
8,1700,MIRW,True,0.0
8,1700,FFD,True,0.0
8,1700,KMeans,True,0.0
8,1800,none,False,0.0
8,1800,RND,True,0.0
8,1800,MIRW,True,0.0
8,1800,FFD,True,0.0
8,1800,KMeans,True,0.0
9,0,none,False,0.0
9,0,RND,True,0.0
9,0,MIRW,True,0.0
9,0,FFD,True,0.0
9,0,KMeans,True,1.0
9,100,none,False,0.0
9,100,RND,True,0.0
9,100,MIRW,True,0.0
9,100,FFD,True,0.0
9,100,KMeans,True,0.0
9,200,none,False,0.0
9,200,RND,True,0.0
9,200,MIRW,True,0.0
9,200,FFD,True,0.0
9,200,KMeans,True,0.0
9,300,none,False,0.0
9,300,RND,True,0.0
9,300,MIRW,True,0.0
9,300,FFD,True,0.0
9,300,KMeans,True,0.0
9,400,none,False,0.0
9,400,RND,True,0.0
9,400,MIRW,True,0.0
9,400,FFD,True,0.0
9,400,KMeans,True,0.0
9,500,none,False,0.0
9,500,RND,True,0.0
9,500,MIRW,True,0.0
9,500,FFD,True,0.0
9,500,KMeans,True,0.0
9,600,none,False,0.0
9,600,RND,True,0.0
9,600,MIRW,True,0.0
9,600,FFD,True,0.0
9,600,KMeans,True,0.0
9,700,none,False,0.0
9,700,RND,True,0.0
9,700,MIRW,True,0.0
9,700,FFD,True,0.0
9,700,KMeans,True,0.0
9,800,none,False,0.0
9,800,RND,True,0.0
9,800,MIRW,True,0.0
9,800,FFD,True,0.0
9,800,KMeans,True,0.0
9,900,none,False,0.0
9,900,RND,True,0.0
9,900,MIRW,True,0.0
9,900,FFD,True,0.0
9,900,KMeans,True,0.0
9,1000,none,False,0.0
9,1000,RND,True,0.0
9,1000,MIRW,True,0.0
9,1000,FFD,True,0.0
9,1000,KMeans,True,0.0
9,1100,none,False,0.0
9,1100,RND,True,0.0
9,1100,MIRW,True,0.0
9,1100,FFD,True,0.0
9,1100,KMeans,True,0.0
9,1200,none,False,0.0
9,1200,RND,True,0.0
9,1200,MIRW,True,0.0
9,1200,FFD,True,0.0
9,1200,KMeans,True,1.0
9,1300,none,False,0.0
9,1300,RND,True,0.0
9,1300,MIRW,True,0.0
9,1300,FFD,True,0.0
9,1300,KMeans,True,0.0
9,1400,none,False,0.0
9,1400,RND,True,0.0
9,1400,MIRW,True,0.0
9,1400,FFD,True,0.0
9,1400,KMeans,True,0.0
9,1500,none,False,0.0
9,1500,RND,True,0.0
9,1500,MIRW,True,0.0
9,1500,FFD,True,0.0
9,1500,KMeans,True,0.0
9,1600,none,False,0.0
9,1600,RND,True,0.0
9,1600,MIRW,True,0.0
9,1600,FFD,True,0.0
9,1600,KMeans,True,0.0
9,1700,none,False,0.0
9,1700,RND,True,0.0
9,1700,MIRW,True,0.0
9,1700,FFD,True,0.0
9,1700,KMeans,True,0.0
9,1800,none,False,0.0
9,1800,RND,True,0.0
9,1800,MIRW,True,0.0
9,1800,FFD,True,0.0
9,1800,KMeans,True,0.0
10,0,none,False,0.0
10,0,RND,True,0.0
10,0,MIRW,True,0.0
10,0,FFD,True,0.0
10,0,KMeans,True,1.0
10,100,none,False,0.0
10,100,RND,True,0.0
10,100,MIRW,True,0.0
10,100,FFD,True,0.0
10,100,KMeans,True,0.0
10,200,none,False,0.0
10,200,RND,True,0.0
10,200,MIRW,True,0.0
10,200,FFD,True,0.0
10,200,KMeans,True,0.0
10,300,none,False,0.0
10,300,RND,True,0.0
10,300,MIRW,True,0.0
10,300,FFD,True,0.0
10,300,KMeans,True,0.0
10,400,none,False,0.0
10,400,RND,True,0.0
10,400,MIRW,True,0.0
10,400,FFD,True,0.0
10,400,KMeans,True,0.0
10,500,none,False,0.0
10,500,RND,True,0.0
10,500,MIRW,True,0.0
10,500,FFD,True,0.0
